,end_station_name,end_lat,end_lng
2407516,Linden St & Knickerbocker Ave,40.697,-73.916
2053500,Lispenard St & Broadway,40.719,-74.002
2039131,Little West St & 1 Pl,40.706,-74.017
6996893,Longfellow Ave & E 165 St,40.825,-73.888
11950365,Longwood Ave & Southern Blvd,40.816,-73.896
1396760,Lorimer St & Broadway,40.704,-73.948
9297982,Loring Pl North & W 183 St,40.86,-73.909
6543834,Louis Nine Blvd & Intervale Ave,40.832,-73.893
11500278,MacDougal St & Prince St,40.727,-74.003
8141442,MacDougal St & Washington Sq,40.732,-73.999
11028371,Macombs Pl & W 152 St,40.826,-73.938
6257053,Macombs Rd & Featherbed Ln,40.846,-73.917
3613520,Macombs Rd & W 175 St,40.848,-73.916
12500674,Macon St & Nostrand Ave,40.681,-73.95
10358510,Madison Av & E 51 St,40.759,-73.975
8939005,Madison Ave & E 120 St,40.803,-73.943
7156412,Madison Ave & E 26 St,40.743,-73.987
5781954,Madison Ave & E 82 St,40.778,-73.961
9859958,Madison Ave & E 99 St,40.789,-73.952
8165705,Madison St & 10 St,40.75,-74.036
6950906,Madison St & Clinton St,40.713,-73.988
243959,Madison St & Cypress Ave,40.701,-73.907
12320446,Madison St & Evergreen Ave,40.691,-73.917
7188754,Madison St & Forest Ave,40.706,-73.902
7247606,Madison St & Montgomery St,40.713,-73.985
91091,Madison St & Seneca Ave,40.702,-73.906
11356363,Madison St & Woodward Ave,40.704,-73.904
8872147,Maiden Ln & Pearl St,40.707,-74.007
4555992,Manhattan Av & Leonard St,40.721,-73.948
6850657,Manila & 1st,40.722,-74.043
7213233,Marcus Garvey Blvd & Macon St,40.683,-73.938
11884456,Marcy Ave & Lafayette Ave,40.69,-73.948
1247275,Margaret Corbin Plz & Ft Washington Ave,40.859,-73.934
6594112,Marin Light Rail,40.715,-74.043
6464712,Marion Ave & Mosholu Pkwy,40.87,-73.882
4081716,Market St & Cherry St,40.711,-73.994
11175540,Market St & Henry St,40.713,-73.994
8260709,Marshall St & 2 St,40.741,-74.043
8988568,McDonald Ave & Vanderbilt St,40.652,-73.981
9303379,McGinley Square,40.725,-74.068
11553672,McGuinness Blvd & Eagle St,40.736,-73.953
8201156,McKibbin St & Bogart St,40.706,-73.934
1692701,McKibbin St & Manhattan Ave,40.705,-73.944
1639506,Melrose Ave & E 150 St,40.817,-73.917
2546672,Melrose Ave & E 154 St,40.82,-73.916
6915387,Melrose St & Broadway,40.697,-73.936
900797,Menahan St & Central Ave,40.695,-73.92
2720010,Menahan St & Onderdonk Ave,40.706,-73.91
6516828,Menahan St & Seneca Ave,40.705,-73.911
7351410,Menahan St & Wyckoff Ave,40.701,-73.914
4144075,Mercer St & Bleecker St,40.727,-73.997
8555011,Mercer St & Spring St,40.724,-73.999
9673190,Meserole Ave & Manhattan Ave,40.727,-73.953
2902045,Metropolitan Ave & Bedford Ave,40.715,-73.96
11850155,Metropolitan Ave & Meeker Ave,40.714,-73.952
11829947,Metropolitan Ave & Stewart Ave,40.714,-73.928
6529685,Metropolitan Ave & Vandervoort Ave,40.714,-73.933
12135834,Milton St & Franklin St,40.729,-73.958
9879822,Moffat St & Bushwick,40.685,-73.909
4062494,Monmouth and 6th,40.726,-74.049
7716478,Monroe St & Bedford Ave,40.685,-73.954
11953280,Monroe St & Classon Ave,40.685,-73.959
1354321,Monroe St & Tompkins Ave,40.686,-73.945
107621,Montague St & Clinton St,40.694,-73.992
6280231,Montgomery St,40.719,-74.051
4219814,Montgomery St & Franklin Ave,40.666,-73.961
549180,Montrose Ave & Bushwick Ave,40.708,-73.94
6447329,Morgan Ave & Lombardy St,40.722,-73.939
5561112,Morgan Ave & Maspeth Ave,40.717,-73.936
6527778,Morgan Bike Mechanics,40.71,-73.931
8599317,Morgan Loading Docks,40.709,-73.931
418776,Morgan Tech Shop parts testing,40.703,-73.932
9413879,Morgan WH station,40.71,-73.932
6997720,Morningside Ave & W 123 St,40.81,-73.955
3963049,Morningside Dr & Amsterdam Ave,40.81,-73.957
8157822,Morris Ave & E 142 St,40.814,-73.925
6338358,Morris Ave & E 153 St,40.82,-73.921
10654829,Morris Ave & E 163 St,40.827,-73.918
7928076,Morris Ave & E 171 St,40.839,-73.911
8272379,Morris Ave & E 184 St,40.86,-73.901
5830787,Morris Ave & E Burnside Ave,40.853,-73.905
4379075,Morris Ave & McClellan St,40.832,-73.915
9474851,Morris Canal,40.712,-74.039
4039899,Morton St & Washington St,40.731,-74.009
12250208,Motorgate,40.764,-73.948
10063995,Mott St & Prince St,40.723,-73.995
10715057,Mount Eden Pkwy & Eastburn Ave,40.843,-73.909
10576120,Mt Morris Park W & W 120 St,40.804,-73.946
641635,Murray St & Greenwich St,40.715,-74.011
7981279,Murray St & West St,40.715,-74.013
12129817,Murray St\t& West St,40.715,-74.012
12329048,Myrtle Ave & Fleet Pl,40.694,-73.982
12000303,Myrtle Ave & Grove St,40.699,-73.915
7412194,Myrtle Ave & Lewis Ave,40.697,-73.938
5880962,Myrtle Ave & Linden St,40.699,-73.913
1988744,Myrtle Ave & Marcy Ave,40.695,-73.95
2052197,Myrtle Ave & St Edwards St,40.693,-73.977
5138201,N 11 St & Kent Ave,40.722,-73.959
2668334,N 12 St & Bedford Ave,40.721,-73.955
8891539,N 15 St & Wythe Ave,40.724,-73.956
5568318,N 6 St & Bedford Ave,40.717,-73.959
8553430,N Moore St & Hudson St,40.72,-74.008
8215874,Nagle Ave & Ellwood St,40.86,-73.928
2890481,Nagle Ave & Thayer St,40.861,-73.926
9727696,Nassau Ave & Newell St,40.725,-73.948
4572726,Nassau Ave & Russell St,40.726,-73.944
10098638,Nassau St & Navy St,40.698,-73.981
4196783,Nassau St\t& Duffield St,40.698,-73.984
12245260,Nelson Ave & 167 St,40.837,-73.926
8694959,Nelson Ave & W 172 St,40.844,-73.921
3353483,Nevins St & Schermerhorn St,40.687,-73.982
11102571,Newark Ave,40.722,-74.046
6370669,Newport PATH,40.727,-74.034
12187295,Newport Pkwy,40.729,-74.032
6726895,Newton Rd & 44 St,40.76,-73.914
7273332,Newtown Ave & 23 St,40.771,-73.925
12798308,Norfolk St & Broome St,40.717,-73.988
9910443,Norman St & Wyckoff Ave,40.695,-73.903
4729103,North Moore St & Greenwich St,40.72,-74.01
10025291,Nostrand Ave & Myrtle Ave,40.695,-73.952
3271508,Ocean Pkwy & Church Ave,40.645,-73.975
12248791,Ogden Ave & Merriam Ave,40.839,-73.926
4845883,Ogden Ave & W 164 St,40.833,-73.929
11609149,Ogden Ave & W 165 St,40.834,-73.928
1196250,Old Broadway & W 133 St,40.818,-73.955
11888668,Old Fulton St,40.703,-73.994
10777767,Old Slip & South St,40.703,-74.008
2234859,Onderdonk Ave & Dekalb Ave,40.709,-73.915
11124017,Onderdonk Ave & Gates Ave,40.704,-73.907
9636174,Orchard St & Grand St,40.717,-73.991
12695347,Pacific St & Classon Ave,40.679,-73.959
6901595,Pacific St & Nevins St,40.685,-73.983
1388998,Parade Pl & Crooke Ave,40.652,-73.965
6588701,Park Ave & E 124 St,40.805,-73.94
12469762,Park Ave & E 162 St,40.826,-73.916
7453879,Park Ave & Marcus Garvey Blvd,40.699,-73.941
3915092,Park Ave & St Edwards St,40.696,-73.978
10602160,Park Cir & East Dr,40.652,-73.972
9293294,Park Pl & Church St,40.713,-74.009
4506516,Park Pl & Franklin Ave,40.674,-73.956
12035669,Paul Ave & Mosholu Pkwy,40.88,-73.886
8904050,Paul Ave & W 205 St,40.877,-73.889
4293560,Paulus Hook,40.714,-74.034
1807727,Pearl St & Hanover Square,40.705,-74.009
5811907,Pearl St & Peck Slip,40.708,-74.003
5937339,Perry St & Bleecker St,40.735,-74.005
11795035,Perry St & Greenwich Ave,40.736,-74.001
10374248,Picnic Point,40.685,-74.025
4478512,Pier 40 - Hudson River Park,40.728,-74.011
1157586,Pier 40 Dock Station,40.729,-74.012
6303085,Pier 40 X2,40.728,-74.012
271493,Pierrepont St & Monroe Pl,40.695,-73.993
1602055,Pike St & E Broadway,40.714,-73.993
12296829,Pike St & Monroe St,40.712,-73.992
10975987,Pinehurst Ave & W 187 St,40.855,-73.938
1365600,Pioneer St & Richards St,40.678,-74.009
4219351,Pioneer St & Van Brunt St,40.679,-74.011
8560125,Pitt St & Stanton St,40.719,-73.982
6695658,Plaza Dr & W 170 St,40.84,-73.918
10682918,Plaza St East & Flatbush Ave,40.673,-73.969
12568692,Plaza St West & Flatbush Ave,40.675,-73.971
7922426,Pleasant Ave & E 116 St,40.795,-73.933
8794489,Pleasant Ave & E 120 St,40.797,-73.931
10568923,Popham Ave & W 174 St,40.848,-73.922
5270765,Powers St & Olive St,40.713,-73.939
8013120,President St & 4 Ave,40.677,-73.983
1182346,President St & Henry St,40.683,-74.0
8869199,Prospect Ave & E 151 St,40.814,-73.904
5880412,Prospect Ave & E 167 St,40.826,-73.899
5120561,Prospect Ave & Greenwood Ave,40.652,-73.976
10241027,Prospect Ave & Jennings St,40.832,-73.897
2888717,Prospect Ave & Longwood Ave,40.819,-73.902
6769577,Prospect Ave & Vanderbilt St,40.653,-73.976
5088420,Prospect Park SW & 10 Ave,40.66,-73.978
5928816,Prospect Park SW & 16 St,40.657,-73.974
351700,Prospect Park SW & Greenwood Ave,40.653,-73.973
11070868,Prospect Park SW & Vanderbilt St,40.655,-73.973
9657416,Prospect Park W & 20 St,40.657,-73.984
39325,Prospect Park West & 8 St,40.665,-73.976
5646823,Prospect Pl & 6 Ave,40.679,-73.975
10885029,Prospect Pl & Underhill Ave,40.677,-73.966
8732157,Prospect Pl & Vanderbilt Ave,40.678,-73.969
12151881,Pulaski St & Marcus Garvey Blvd,40.693,-73.94
266354,Putnam Ave & Knickerbocker Ave,40.695,-73.912
9011933,Putnam Ave & Nostrand Ave,40.684,-73.95
6843141,Putnam Ave & Throop Ave,40.685,-73.941
12415887,Putnam Ave & Wyckoff Ave,40.698,-73.909
12044014,Queens Plaza North & Crescent St,40.751,-73.941
1195477,Railroad Ave & Kay Ave,40.705,-73.971
716372,Reade St & Broadway,40.715,-74.006
12820391,Richards St & Delavan St,40.679,-74.008
5923009,Richardson St & N Henry St,40.719,-73.942
904155,River Ave & E 151 St,40.822,-73.929
11681773,River Ave & E 153 St,40.824,-73.928
4376027,River Ave & McClellan St,40.834,-73.922
6373292,River Ter & Warren St,40.718,-74.016
10299920,Riverside Blvd & W 67 St,40.778,-73.989
9069237,Riverside Dr & Broadway,40.865,-73.928
8451560,Riverside Dr & W 104 St,40.801,-73.971
1583179,Riverside Dr & W 138 St,40.823,-73.956
10651737,Riverside Dr & W 145 St,40.827,-73.952
12843223,Riverside Dr & W 148 St,40.829,-73.95
11622296,Riverside Dr & W 153 St,40.832,-73.95
99117,Riverside Dr & W 72 St,40.781,-73.986
6741540,Riverside Dr & W 78 St,40.784,-73.984
7331127,Riverside Dr & W 82 St,40.787,-73.981
4621949,Riverside Dr & W 91 St,40.793,-73.977
81959,Riverview Park,40.744,-74.044
223440,Rivington St & Chrystie St,40.721,-73.992
9309970,Rivington St & Ridge St,40.719,-73.983
4374556,Rockaway Ave & Bainbridge St,40.683,-73.912
2557422,Roebling St & N 4 St,40.715,-73.957
10889659,Rogers Ave & Sterling St,40.663,-73.954
1734247,Rogers Pl & E 165 St,40.824,-73.897
566330,Roosevelt Island Tramway,40.757,-73.954
11659464,Rutgers St & Henry St,40.713,-73.99
6153010,Ryer Ave & E 182 St,40.856,-73.9
8293123,S 3 St & Bedford Ave,40.713,-73.963
2693933,S 4 St & Rodney St,40.709,-73.956
12680435,S 4 St & Wythe Ave,40.713,-73.966
8282235,S 5 Pl & S 5 St,40.71,-73.961
2624638,S Portland Ave & Hanson Pl,40.685,-73.974
6635788,Sands St & Jay St,40.7,-73.986
6383520,Sands St Gate,40.7,-73.98
2744186,Schermerhorn St & Bond St,40.688,-73.985
10486366,Schermerhorn St & Court St,40.691,-73.992
6274153,Scholes St & Manhattan Ave,40.709,-73.945
12564195,Seaman Ave & Beak St,40.868,-73.926
11755480,Seaman Ave & Isham St,40.87,-73.921
8637171,Sedgwick Ave & Hall of Fame Tce,40.86,-73.913
10080557,Sedgwick Ave & W Burnside Ave,40.855,-73.917
7076659,Sedgwick Ave & W Tremont Ave,40.853,-73.918
10126101,Seneca Ave & Irvine St,40.819,-73.889
2248078,Shakespeare Ave & W 169 St,40.839,-73.922
7926325,Sharon St & Olive St,40.715,-73.939
10527725,Sharon St & Olive St_new,40.715,-73.939
4509833,Sheridan Ave & E 168 St,40.835,-73.915
5675942,Sheridan Ave & E 172 St,40.84,-73.911
4780876,Sherman Ave & E 166 St,40.831,-73.917
10457501,Sherman Ave & Thayer St,40.863,-73.927
5367204,Shore Blvd & Astoria Park,40.78,-73.923
6288058,Sigourney St & Columbia St,40.673,-74.009
12158183,Skillman Ave & 32 Pl,40.747,-73.932
12163992,Skillman Ave & 43 Ave,40.747,-73.932
12374206,Skillman Ave & Honeywell St,40.747,-73.929
7620123,Smith St & 3 St,40.679,-73.996
713658,Smith St & 9 St,40.675,-73.998
11097211,Soissons Landing,40.692,-74.015
8267112,Somers St & Broadway,40.679,-73.905
11197786,South St & Broad St,40.702,-74.011
7570981,South St & Gouverneur Ln,40.704,-74.007
1584628,South St & Pike St,40.71,-73.992
11016493,South St & Whitehall St,40.701,-74.012
9805386,Southern Blvd & Avenue St. John,40.813,-73.902
12026947,Southern Blvd & E 142 St,40.807,-73.908
1592134,Southern Blvd & E 149 St,40.812,-73.904
10716085,Southern Blvd & E 172 St,40.834,-73.89
47127,Southern Blvd & E 174 St,40.837,-73.888
12169168,Southern Blvd & E 175 St,40.839,-73.886
11039343,Southern Blvd & Tiffany St,40.818,-73.894
2642647,Southpoint Park,40.754,-73.959
10775454,Spring St & Hudson St,40.726,-74.008
4524463,Spruce St & Gold St,40.71,-74.004
8868325,Spruce St & Nassau St,40.711,-74.006
6018287,St Ann's Ave & Westchester Ave,40.816,-73.912
11085665,St James Pl & Oliver St,40.713,-73.999
258892,St James Pl & Pearl St,40.711,-74.0
9872987,St Johns Pl & Washington Ave,40.674,-73.963
6183620,St Marks Pl & 1 Ave,40.728,-73.986
6722481,St Marks Pl & 2 Ave,40.728,-73.987
5486692,St Marks Pl & 4 Ave,40.682,-73.98
4242197,St Mary's St & Jackson Ave,40.809,-73.911
6697918,St Nicholas Ave & Manhattan Ave,40.81,-73.953
448149,St Nicholas Ave & W 134 St,40.816,-73.948
12033683,St Nicholas Ave & W 137 St,40.818,-73.948
9099147,St Nicholas Ave & W 150 St,40.827,-73.943
8626180,St. Ann's Av & Bruckner Blvd,40.803,-73.92
3831382,St. Ann's Ave & E 144 St,40.811,-73.915
6342923,St. Nicholas Ave & W 126 St,40.811,-73.952
10212640,St. Nicholas Ave & W 155 St,40.831,-73.941
9713919,St. Nicholas Ave & W 157 St,40.832,-73.941
11703455,St. Nicholas Terrace & Convent Ave,40.821,-73.948
6958660,Stagg St & Morgan Ave,40.711,-73.934
467650,Stagg St & Union Ave,40.709,-73.951
3654453,Stanhope St & Fairview Ave,40.71,-73.911
3966118,Stanton St & Chrystie St,40.722,-73.991
6997979,Stanton St & Mangin St,40.718,-73.976
4975268,Stanton St & Norfolk St,40.721,-73.986
2103319,State St & Smith St,40.689,-73.989
1101798,Steinway St & 19 Ave,40.778,-73.9
8132498,Steinway St & 21 Ave,40.775,-73.904
8389442,Steinway St & 23 Ave,40.771,-73.908
3949601,Steinway St & 28 Ave,40.766,-73.914
2525467,Steinway St & Broadway,40.759,-73.919
6022215,Steinway St & Ditmars Blvd,40.773,-73.906
8263374,Stephen St & Seneca Ave,40.699,-73.901
4651969,Sterling Pl & 5 Ave,40.679,-73.979
4336946,Sterling Pl & Bedford Ave,40.673,-73.954
1343792,Sterling St & Bedford Ave,40.663,-73.957
6831922,Stewart Ave & Johnson Ave,40.709,-73.926
1395192,Stockholm St & Wilson Ave,40.699,-73.923
4644429,Stuyvesant Walk & 1 Av Loop,40.732,-73.979
9633220,Suffolk St & Stanton St,40.721,-73.985
9283526,Sullivan Pl & Bedford Ave,40.664,-73.957
3997090,Sullivan Pl & Franklin Ave,40.664,-73.96
9043985,Sullivan St & Washington Sq,40.73,-73.999
9403090,Sunken Meadow Comfort Station,40.796,-73.919
11294495,Suydam St & Broadway,40.695,-73.932
199551,Suydam St & Knickerbocker Ave,40.702,-73.924
12732474,Suydam St & St. Nicholas Ave,40.706,-73.919
11831258,Thompson St & Bleecker St,40.728,-74.0
1829681,Throop Ave & Myrtle Ave,40.696,-73.944
8527821,Tiebout Ave & E 184 St,40.858,-73.896
8189511,Tiebout Ave & E Fordham Road,40.862,-73.895
7969509,Tinton Ave & E 165 St,40.825,-73.902
1720617,Tompkins Ave & Hopkins St,40.7,-73.947
11679887,Townsend Ave & E 175 St,40.847,-73.911
9446586,Underhill Ave & Lincoln Pl,40.674,-73.967
4923630,Underhill Ave & Pacific St,40.68,-73.965
2977400,Union Ave & E 169 St,40.83,-73.899
12695464,Union Ave & Jackson St,40.716,-73.952
12248476,Union Ave & N 12 St,40.719,-73.952
912475,Union Ave & Wallabout St,40.7,-73.95
532223,Union St & 4 Ave,40.677,-73.983
687319,Union St & Bedford Ave,40.669,-73.955
5256304,Union St & Nevins St,40.679,-73.988
5859492,University Ave & Brandt Pl,40.848,-73.918
11745653,University Ave & Macombs Rd,40.85,-73.916
6683123,University Ave & W 168 St,40.839,-73.927
4978287,University Ave & W Burnside Ave,40.855,-73.911
11901640,University Pl & E 14 St,40.735,-73.992
9028611,University Pl & E 8 St,40.731,-73.995
9700118,Valentine Ave & E 181 St,40.854,-73.899
8511101,Valentine Ave & E 183 St,40.857,-73.898
7732112,Van Brunt St & Van Dyke St,40.676,-74.015
11953603,Van Brunt St & Wolcott St,40.677,-74.013
10418935,Van Buren St & Broadway,40.692,-73.926
11494518,Van Dam St & Greenpoint Ave,40.734,-73.938
11523183,Van Dam St & Review Ave,40.734,-73.938
10816145,Van Sinderen Ave & Truxton St,40.679,-73.904
8149254,Van Vorst Park,40.718,-74.048
6092602,Vernon Blvd & 10 St,40.767,-73.937
2057119,Vernon Blvd & 30 Rd,40.771,-73.934
9439576,Vernon Blvd & 31 Ave,40.769,-73.935
11646145,Vernon Blvd & 41 Rd,40.755,-73.949
4252367,Vernon Blvd & 47 Rd,40.745,-73.953
6770153,Vernon Blvd & 50 Ave,40.742,-73.954
8518834,Verona Pl & Fulton St,40.68,-73.948
12191581,Vesey Pl & River Terrace,40.715,-74.017
1034924,Vesey St & Church St,40.712,-74.01
1441527,W 10 St & Washington St,40.733,-74.009
264158,W 100 St & Broadway,40.797,-73.97
4675814,W 100 St & Manhattan Ave,40.795,-73.964
2092637,W 104 St & Amsterdam Ave,40.799,-73.966
12803346,W 106 St & Amsterdam Ave,40.801,-73.966
62773,W 106 St & Central Park West,40.798,-73.961
11517314,W 107 St & Columbus Ave,40.8,-73.962
12073057,W 11 St & 6 Ave,40.735,-73.998
2513198,W 110 St & Amsterdam Ave,40.803,-73.963
12437354,W 111 St & 5 Ave,40.798,-73.949
6904293,W 113 St & Broadway,40.806,-73.965
103519,W 116 St & Amsterdam Ave,40.807,-73.961
9894872,W 116 St & Broadway,40.808,-73.964
1112260,W 12 St & Hudson St,40.738,-74.006
7772967,W 120 St & Claremont Ave,40.811,-73.963
9823985,W 129 St & Convent Ave,40.814,-73.953
4489222,W 13 St & 5 Ave,40.735,-73.994
554255,W 13 St & 7 Ave,40.738,-74.0
9791710,W 133 St & 12 Ave,40.82,-73.959
8994010,W 135 St & Lenox Terrace Pl,40.814,-73.939
8648995,W 140 St & Riverside Dr,40.824,-73.955
9782583,W 144 St & Adam Clayton Powell Blvd,40.821,-73.939
6803548,W 145 St & Amsterdam Ave,40.825,-73.947
9883968,W 146 St & Broadway,40.827,-73.95
6505993,W 147 St & Adam Clayton Powell Blvd,40.823,-73.937
568249,W 148 St & Amsterdam Ave,40.827,-73.946
13674,W 15 St & 10 Ave,40.743,-74.007
7396391,W 15 St & 6 Ave,40.738,-73.996
8610671,W 15 St & 7 Ave,40.739,-73.999
848525,W 155 St & Frederick Douglass Blvd,40.829,-73.937
2171943,W 159 St & Edgecombe Ave,40.833,-73.939
1838188,W 16 St & The High Line,40.743,-74.007
6582031,W 160 St & St. Nicholas Ave,40.834,-73.94
6281735,W 163 St & Edgecombe Ave,40.836,-73.937
6588459,W 163 St & Riverside Dr,40.839,-73.945
11771557,W 165 St & Fort Washington Ave,40.84,-73.943
3624505,W 168th S & Fort Washington Ave,40.842,-73.942
12078516,W 17 St & 8 Ave,40.742,-74.001
5981914,W 170 St & University Ave,40.842,-73.926
2399902,W 171 St & St. Nicholas Ave,40.843,-73.939
12814380,W 176 St & Montgomery Ave,40.85,-73.919
7770513,W 18 St & 6 Ave,40.74,-73.995
9571990,W 18 St & 9 Ave,40.744,-74.004
7051994,W 180 St & Ft Washington Ave,40.85,-73.938
10662318,W 181 St & Riverside Dr,40.852,-73.942
10342779,W 186 St & St. Nicholas Ave,40.852,-73.931
2235684,W 190 St & Broadway,40.856,-73.933
3537735,W 190 St & St. Nicholas Ave,40.855,-73.93
12312347,W 192 St & University Ave,40.867,-73.902
1293177,W 20 St & 10 Ave,40.746,-74.005
5489028,W 20 St & 7 Ave,40.742,-73.997
3935379,W 20 St & 8 Ave,40.743,-74.0
1683839,W 204 St & Nagle Ave,40.863,-73.921
3196027,W 204 St & Vermilyea Ave,40.866,-73.923
2418802,W 21 St & 6 Ave,40.742,-73.994
10317641,W 211 St & 10 Ave,40.867,-73.917
510152,W 212 St & 10 Ave,40.868,-73.917
9675870,W 218 St & Broadway,40.871,-73.914
8897750,W 218 St & Indian Rd,40.873,-73.918
1825941,W 22 St & 10 Ave,40.747,-74.005
9816788,W 22 St & 8 Ave,40.745,-73.999
7285069,W 225 St & Exterior St,40.873,-73.907
8154939,W 24 St & 7 Ave,40.745,-73.995
6754184,W 25 St & 6 Ave,40.744,-73.991
7848214,W 26 St & 10 Ave,40.75,-74.003
8426992,W 26 St & 8 Ave,40.747,-73.997
8391282,W 27 St & 7 Ave,40.747,-73.994
9506144,W 29 St & 9 Ave,40.75,-73.998
6368620,W 30 St & 10 Ave,40.753,-74.002
4006007,W 30 St & 8 Ave,40.75,-73.995
12262094,W 31 St & 7 Ave,40.749,-73.992
11233802,W 33 St & 10 Ave,40.754,-73.999
482188,W 33 St & 7 Ave,40.75,-73.991
12239727,W 34 St & 11 Ave,40.756,-74.002
5031352,W 34 St &\tHudson Blvd E,40.755,-74.001
10982984,W 35 St & 8 Ave,40.753,-73.993
3486819,W 35 St & 9 Ave,40.754,-73.996
712538,W 35 St & Dyer Ave,40.755,-73.997
8139049,W 36 St & 7 Ave,40.752,-73.99
8565946,W 36 St & 9 Ave,40.755,-73.995
6916500,W 37 St & 10 Ave,40.757,-73.998
3947848,W 37 St & 5 Ave,40.75,-73.983
3879465,W 37 St & Broadway,40.752,-73.988
11179481,W 39 St & 9 Ave,40.756,-73.994
9215944,W 4 St & 7 Ave S,40.734,-74.003
10378893,W 40 St & 5 Ave,40.752,-73.982
11465505,W 40 St & 7 Ave,40.755,-73.988
11479398,W 40 St & 8 Ave,40.755,-73.988
10795177,W 41 St & 8 Ave,40.756,-73.99
11562284,W 42 St & 6 Ave,40.755,-73.985
7696110,W 42 St & 8 Ave,40.758,-73.991
3609609,W 42 St & Dyer Ave,40.759,-73.994
7838393,W 43 St & 10 Ave,40.76,-73.995
4711571,W 44 St & 11 Ave,40.762,-73.997
4467509,W 44 St & 5 Ave,40.755,-73.98
4384620,W 45 St & 8 Ave,40.759,-73.989
7294720,W 46 St & 11 Ave,40.763,-73.997
3116327,W 47 St & 10 Ave,40.763,-73.993
3294089,W 47 St & 6 Ave,40.758,-73.983
2147588,W 48 St &  Rockefeller Plaza,40.758,-73.979
10160774,W 49 St & 8 Ave,40.762,-73.988
7554926,W 50 St & 10 Ave,40.765,-73.992
11436136,W 50 St & 9 Ave,40.764,-73.989
3688651,W 51 St & 6 Ave,40.761,-73.98
5680820,W 51 St & Rockefeller Plaza,40.76,-73.978
8230206,W 52 St & 11 Ave,40.767,-73.994
10236287,W 52 St & 6 Ave,40.761,-73.98
40335,W 53 St & 10 Ave,40.767,-73.991
12448851,W 54 St & 11 Ave,40.768,-73.993
10395685,W 54 St & 9 Ave,40.766,-73.987
911300,W 55 St & 6 Ave,40.763,-73.978
960719,W 56 St & 10 Ave,40.768,-73.989
7368921,W 56 St & 6 Ave,40.763,-73.977
7956670,W 56 St & 8 Ave,40.766,-73.983
7990119,W 59 St & 10 Ave,40.771,-73.988
6362936,W 63 St & Broadway,40.772,-73.983
11575333,W 64 St & Thelonious Monk Circle,40.775,-73.989
5786818,W 67 St & Broadway,40.775,-73.983
1981071,W 70 St & Amsterdam Ave,40.777,-73.983
7158129,W 74 St & Columbus Ave,40.779,-73.978
2863857,W 76 St & Columbus Ave,40.78,-73.977
11841616,W 82 St & Central Park West,40.783,-73.971
4757437,W 84 St & Broadway,40.787,-73.977
12313177,W 84 St & Columbus Ave,40.785,-73.973
424838,W 87 St & Amsterdam Ave,40.788,-73.975
11744547,W 87 St & West End Ave,40.79,-73.978
8333271,W 89 St & Columbus Ave,40.788,-73.97
12272414,W 90 St & Amsterdam Ave,40.79,-73.973
6753926,W 92 St & Broadway,40.792,-73.974
919655,W 95 St & Broadway,40.794,-73.972
10594805,W Broadway & Spring St,40.725,-74.002
1563446,W Broadway & W Houston St,40.726,-74.0
12029363,W Burnside Ave & University Ave,40.854,-73.912
1360172,W Fordham Rd & Loring Pl N,40.863,-73.907
210005,W Mosholu Pkwy S & Sedgwick Ave,40.882,-73.887
4715406,W Tremont Ave & Grand Ave,40.85,-73.913
7117843,W Tremont Ave & Matthewson Rd,40.854,-73.921
844348,W Tremont Ave & Montgomery Ave,40.852,-73.916
109303,Wadsworth Ave & W 175 St,40.846,-73.938
1251553,Wadsworth Ave & W 179 St,40.848,-73.936
12331158,Wakeman Pl & Ridge Blvd,40.639,-74.027
2650728,Wales Ave & E 147 St,40.811,-73.908
11198139,Walker St & Baxter St,40.717,-74.0
7694431,Walnut Ave & E 136 St,40.802,-73.91
4805049,Walton Ave & E 153 St,40.822,-73.927
12025066,Walton Ave & E 168 St,40.836,-73.918
3630543,Walton Ave & E 171 St,40.841,-73.915
10196766,Walton Ave & E 183 St,40.858,-73.903
8694761,Wards Meadow Comfort Station,40.783,-73.931
12211728,Warren St,40.721,-74.038
8496927,Warren St & Court St,40.686,-73.994
4874422,Warren St & Smith St,40.685,-73.991
8487030,Warren St & W Broadway,40.715,-74.009
4783402,Washington Ave & E 163 St,40.824,-73.911
6994101,Washington Ave & E 167 St,40.83,-73.908
9275678,Washington Ave & E 174 St,40.843,-73.9
6465089,Washington Ave & Greene Ave,40.687,-73.966
5028427,Washington Ave & Park Ave,40.696,-73.968
5019322,Washington Park,40.692,-73.974
1260199,Washington Pl & 6 Ave,40.732,-74.0
11404702,Washington Pl & Broadway,40.729,-73.994
2949081,Washington Square E,40.73,-73.996
8702849,Washington St,40.724,-74.035
6838453,Washington St & Barrow St,40.732,-74.009
2098627,Washington St & Gansevoort St,40.739,-74.008
6575462,Washington St & Laight St,40.722,-74.011
1153181,Water St &  Fletcher St,40.706,-74.006
4876907,Water St & Gouverneur Ln,40.705,-74.008
6474321,Water St & Main St,40.703,-73.99
10103552,Waterbury St & Stagg St,40.71,-73.937
11530955,Waterloo Pl & Crotona Park East,40.839,-73.889
10750317,Watts St & Greenwich St,40.724,-74.01
4890439,Webb Ave & W 190 St,40.866,-73.904
3643709,Webster Ave & E 166 St,40.829,-73.911
2497494,Webster Ave & Ford St,40.856,-73.896
11772600,Weeks Ave & E 175 St,40.847,-73.907
9671112,West Broadway & Watts St,40.723,-74.003
